INITIATIVE_NAME,SURVEY_NAME,SITE_NAME,SITE_COUNTRY,SITE_REGION,SITE_PRODUCT,GROUP_NAME,SUB_GROUP,VALUE_CHAIN,PRODUCT,COUNTRY,ENTITY,PLANT,EFFECTIVE_YEAR,CATEGORY,QUESTION,ANSWER,SCORE,TOTAL_SCORE_BY_INITIATIVES,CLASSIFICATION_LEVEL,PROVIDENCE_AND_EVIDENCE,VERIFICATION_STATUS,ASSURANCE_STATUS,NOTES,QUESTION_INSTRUCTIONS
Rice_Matola HO,2024 Workforce Nutrition ,Matola factory,Mozambique,Africa,Rice,Olam Group,Olam Global Agri,Food & Feed,"Rice, Speciality Grains & Seeds",Mozambique,"Olam Mocambique, Limitada",Rice_Matola HO,2024,Breastfeeding Support,Which of these statements best describes the proximity of the breastfeeding support spaces available to the workforce?,"None of the above, not applicable or data unavailable",0,27,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b39/6717136a2897c6fc66e1350a,verified,,{},
Rice_Matola HO,2024 Workforce Nutrition ,Matola factory,Mozambique,Africa,Rice,Olam Group,Olam Global Agri,Food & Feed,"Rice, Speciality Grains & Seeds",Mozambique,"Olam Mocambique, Limitada",Rice_Matola HO,2024,Breastfeeding Support,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,27,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ac1/6717136a2897c6fc66e1351e,verified,,{},
Rice_Matola HO,2024 Workforce Nutrition ,Matola factory,Mozambique,Africa,Rice,Olam Group,Olam Global Agri,Food & Feed,"Rice, Speciality Grains & Seeds",Mozambique,"Olam Mocambique, Limitada",Rice_Matola HO,2024,Breastfeeding Support,"If applicable, which of the following best describes the level at which you measure your programme?","None of the above, not applicable or data unavailable",0,27,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618acd/6717136a2897c6fc66e13532,verified,,{},
Rice_Matola HO,2024 Workforce Nutrition ,Matola factory,Mozambique,Africa,Rice,Olam Group,Olam Global Agri,Food & Feed,"Rice, Speciality Grains & Seeds",Mozambique,"Olam Mocambique, Limitada",Rice_Matola HO,2024,Breastfeeding Support,To what extent is your programme integrated into the workplace or organisation policy?,"Integrated into a board approved policy, regularly refreshed. HR policies reviewed and adapted to accommodate breastfeeding support measures",2,27,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ad9/6717136a2897c6fc66e13542,verified,,{},
Rice_Matola HO,2024 Workforce Nutrition ,Matola factory,Mozambique,Africa,Rice,Olam Group,Olam Global Agri,Food & Feed,"Rice, Speciality Grains & Seeds",Mozambique,"Olam Mocambique, Limitada",Rice_Matola HO,2024,Custom Metric,Workforce Strength,207,,27,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/672c77d19558051bacde2363/672c9e060c8809f1c488a8f8,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Custom Metric,Workforce Nutrition Expenses,3500,,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/6715f40ce12cabd795797e65/6717136a2897c6fc66e13432,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,Which of these statements best describes your nutrition education programme?,"Credible, understandable, and actionable information about nutrition is shared through at least 3 accessible materials (e.g. poster, videos, booklets)",1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618962/6717136a2897c6fc66e13442,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,Which of these statements bests describes how your educational material is developed or used?,The information shared consists of an adaptation of standardized materials that are tailored to workforce,1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61896e/6717136a2897c6fc66e13452,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,To what percentage of your workforce is the programme available to?,Education program or campaign available to at least 75% of workers,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61897a/6717136a2897c6fc66e13462,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires education/trainings free of cost,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618986/6717136a2897c6fc66e13472,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,Which of these statements best fits the proximity nutrition education programme?,Programme facilitated by employer is offered inside the workplace during compensated working hours,3,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618993/6717136a2897c6fc66e13482,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61899f/6717136a2897c6fc66e13492,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,"If applicable, which of the following best describes the level at which you measure your programme?","Yes, measured at least at output-level (e.g. number of workers reached) and reported on regularly",1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189ab/6717136a2897c6fc66e134a2,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Education,To what extent is your programme integrated into the workplace or organisation policy?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189b7/6717136a2897c6fc66e134b2,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes your nutrition related health checks and follow-up programme?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189c3/6717136a2897c6fc66e134ba,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the frequency at which health checks are made available to workers?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189cf/6717136a2897c6fc66e134c6,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the type of follow-up or counselling offered toworkers?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189dc/6717136a2897c6fc66e134ce,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,To what percentage of your workforce is the programme available to?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189e8/6717136a2897c6fc66e134de,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the affordability to workers of the healthchecks?,Workforce is able to acquire health checks free of cost and during working hours,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab6189f4/6717136a2897c6fc66e134e6,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,Which of these statements best describes the affordability to workers of the counselling?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a00/6717136a2897c6fc66e134f2,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,Do you have indicators to measure the progress or impact of this programme?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a0c/6717136a2897c6fc66e134fa,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,"If applicable, which of the following best describes the level at which you measure your programme?","None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a18/6717136a2897c6fc66e13506,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Nutrition Related Health Checks And Follow-Up,To what extent is your programme integrated into the workplace or organisation policy?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a24/6717136a2897c6fc66e1350e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,"Which of these statements best fits the description of the food and drink items made available to workers through catering, vending, and/ or retail?",In catering: More than 70% of food and drink items provided fall in the GREEN category and 0% fall in the RED category. In vending or retail: More than 70% of food items provided fall in the GREEN category and less than 10% of food items fall in the RED category,4,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a30/6717136a2897c6fc66e1351a,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Which of these statements best fits the way food and drink items are being provided or served in your organisation?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a55/6717136a2897c6fc66e13522,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Which of these statements best fits your healthy food at work programme design and implementation?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a61/6717136a2897c6fc66e1352e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Which of these statements best fits the frequency at which snacks are made available to workers?,Nutritious and safe snacks made available during all meetings or events,1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a6d/6717136a2897c6fc66e1353e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Which of these statements best fits the frequency at which meals are made available to workers?,Nutritious and safe meals made available during all meetings or events,1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a79/6717136b2897c6fc66e138f2,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,To what percentage of your workforce is any element of your healthy food at work programme available to?,100% of workers,4,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a85/6717136b2897c6fc66e138fe,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires regular nutritious and safe snacks (not just at events or meetings) free of cost. (If availability score >1),2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a91/6717136b2897c6fc66e1390a,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Which of these statements best fits the proximity of the healthy food at work programme?,Nutritious and safe snacks or meals are available within the workplace,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a9d/6717136b2897c6fc66e13916,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,Do you have indicators to measure the progress or impact of this programme?,"Yes, KPIs are identified to measure the progress and impact of the healthy food at work programme",1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618aa9/6717136b2897c6fc66e13922,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,"If applicable, which of the following best describes the level at which you measure your programme?","Yes, measured at least at output-level (e.g. number of workers with access to nutritionally improved meals) and reported on regularly",1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a3c/6717136b2897c6fc66e1392e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Healthy Food at Work,To what extent is your programme integrated into the workplace or organisation policy?,"None of the above, not applicable or data unavailable",0,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618a49/6717136b2897c6fc66e1393a,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes the breaks allocated to workers as part of the breastfeeding support programme?,"At least three dedicated, paid 30-minute breaks per day during working hours, and/or flexible working time and location",3,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ab5/6717136c2897c6fc66e13946,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes the space(s) available to workers as part of the breastfeeding support programme?,Private non-dedicated breastfeeding support spaces with basic breastmilk storage equipment (refrigerator/cool storage space) and hand washing sink nearby,1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ae5/6717136c2897c6fc66e13952,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes your maternity leave available to workers in this location as part of the breastfeeding support programme?,18 weeks maternity leave postpartum with at least 2/3 pay for all employees (ILO recommendation 191),1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618af1/6717136d2897c6fc66e13d0e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes your parental leave available to workers in this location as part of the breastfeeding support programme?,Additional 2 weeks of paid parental leave (on top of local requirement),1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618afd/6717136d2897c6fc66e13d17,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes your non-dismissal policy applicable to workers in this location as part of the breastfeeding support programme?,"No dismissal during pregnancy, whilst on maternity leave or nursing child until 12 months old",2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b09/6717136d2897c6fc66e13d1f,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes the extent to which the workers are engaged in the breastfeeding support programme?,"All staff sensitized to the breastfeeding support program and global breastfeeding recommendation, and new employees receive HR orientation",2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b15/6717136d2897c6fc66e13d2e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,To what percentage of your workforce is the workplace breastfeeding support programme available to?,Private spaces and breaks to breastfeed or express breastmilk are available to at least 75% of all actively breastfeeding employees for two years and beyond,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b21/6717136d2897c6fc66e13d36,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,To what percentage of your workforce is the aforementioned maternity and parental leave policy available to?,Improved maternity leave is available to all eligible employees,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b2d/6717136d2897c6fc66e13d3e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Which of these statements best describes the proximity of the breastfeeding support spaces available to the workforce?,Available in the workplace,2,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618b39/6717136d2897c6fc66e13d46,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,Do you have indicators to measure the progress or impact of this programme?,"Yes, KPIs are identified to measure the progress and impact of breastfeeding support programme",1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ac1/6717136d2897c6fc66e13d4e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,"If applicable, which of the following best describes the level at which you measure your programme?","Yes, measured at output-level (e.g. number of workers with access to breastfeeding rooms at the workplace) and reported on regularly",1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618acd/6717136d2897c6fc66e13d56,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Breastfeeding Support,To what extent is your programme integrated into the workplace or organisation policy?,Integrated into a basic policy. HR policies reviewed and adapted to accommodate breastfeeding support measures,1,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29954e2c09700ab618ad9/6717136d2897c6fc66e13d5e,verified,,{},
"Cotton Service_Newstead, Brisbane",2024 Workforce Nutrition ,Brisbane office,Australia,Australia,Cotton,Olam Group,Olam Global Agri,Fibre,,Australia,Queensland Cotton Holdings Pty Ltd_AU12,"Cotton Service_Newstead, Brisbane",2024,Custom Metric,Workforce Strength,41,,47,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/672c77d19558051bacde2363/672c9dff0c8809f1c488a8cc,verified,,{},
Kaduna_Plant2_T1,2024 Workforce Nutrition ,Kaduna factory,Nigeria,Africa,IFP,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Olam Hatcheries Limited_NG26,Kaduna_Plant2_T1,2024,Custom Metric,Workforce Nutrition Expenses,1500,,43,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/6715f40ce12cabd795797e65/671713662897c6fc66e128c9,verified,,{},
Kaduna_Plant2_T1,2024 Workforce Nutrition ,Kaduna factory,Nigeria,Africa,IFP,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Olam Hatcheries Limited_NG26,Kaduna_Plant2_T1,2024,Nutrition Education,Which of these statements best describes your nutrition education programme?,"Credible, understandable, and actionable information about nutrition is shared through at least 3 accessible materials (e.g. poster, videos, booklets)",1,43,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618962/671713662897c6fc66e128d9,verified,,{},
Kaduna_Plant2_T1,2024 Workforce Nutrition ,Kaduna factory,Nigeria,Africa,IFP,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Olam Hatcheries Limited_NG26,Kaduna_Plant2_T1,2024,Nutrition Education,Which of these statements bests describes how your educational material is developed or used?,The information shared consists of an adaptation of standardized materials that are tailored to workforce,1,43,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61896e/671713662897c6fc66e128e5,verified,,{},
Kaduna_Plant2_T1,2024 Workforce Nutrition ,Kaduna factory,Nigeria,Africa,IFP,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Olam Hatcheries Limited_NG26,Kaduna_Plant2_T1,2024,Nutrition Education,To what percentage of your workforce is the programme available to?,Education program or campaign available to at least 75% of workers,2,43,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab61897a/671713662897c6fc66e128f5,verified,,{},
Kaduna_Plant2_T1,2024 Workforce Nutrition ,Kaduna factory,Nigeria,Africa,IFP,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Olam Hatcheries Limited_NG26,Kaduna_Plant2_T1,2024,Nutrition Education,Which of these statements best describes the affordability to workers of the programme?,Workforce acquires education/trainings free of cost,2,43,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618986/671713662897c6fc66e12901,verified,,{},
Kaduna_Plant2_T1,2024 Workforce Nutrition ,Kaduna factory,Nigeria,Africa,IFP,Olam Group,Olam Global Agri,Food & Feed,Processing & Value Addition,Nigeria,Olam Hatcheries Limited_NG26,Kaduna_Plant2_T1,2024,Nutrition Education,Which of these statements best fits the proximity nutrition education programme?,Programme facilitated by employer is offered inside the workplace during compensated working hours,3,43,BRONZE,https://singapore.g17.eco/universal-tracker-provenance/66f29953e2c09700ab618993/671713662897c6fc66e1290d,verified,,{},
